TIME,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202609120000,0.855,,0.200,,1.055,0.200,1.055,0.300,1.155
202609120006,0.856,,,,,,,,
202609120012,0.857,,,,,,,,
202609120018,0.858,,,,,,,,
202609120024,0.859,,,,,,,,
202609120030,0.860,,,,,,,,
202609120036,0.861,,,,,,,,
202609120042,0.861,,,,,,,,
202609120048,0.862,,,,,,,,
202609120054,0.863,,,,,,,,
202609120100,0.863,1.869,0.300,0.706,1.869,0.200,1.769,0.300,1.869
202609120106,0.864,1.869,,,,,,,
202609120112,0.864,1.899,,,,,,,
202609120118,0.864,1.849,,,,,,,
202609120124,0.865,1.869,,,,,,,
202609120130,0.865,1.899,,,,,,,
202609120136,0.866,1.879,,,,,,,
202609120142,0.866,1.879,,,,,,,
202609120148,0.867,1.908,,,,,,,
202609120154,0.867,1.869,,,,,,,
202609120200,0.868,1.908,0.300,0.740,1.908,0.200,1.808,0.300,1.908
202609120206,0.869,1.889,,,,,,,
202609120212,0.869,1.889,,,,,,,
202609120218,0.870,1.938,,,,,,,
202609120224,0.871,1.928,,,,,,,
202609120230,0.872,1.948,,,,,,,
202609120236,0.873,1.948,,,,,,,
202609120242,0.874,1.928,,,,,,,
202609120248,0.874,1.948,,,,,,,
202609120254,0.875,1.928,,,,,,,
202609120300,0.876,1.918,0.200,0.842,1.918,0.200,1.918,0.300,2.018
202609120306,0.877,1.918,,,,,,,
202609120312,0.878,1.908,,,,,,,
202609120318,0.879,1.830,,,,,,,
202609120324,0.880,1.840,,,,,,,
202609120330,0.881,1.918,,,,,,,
202609120336,0.882,1.928,,,,,,,
202609120342,0.882,1.938,,,,,,,
202609120348,0.883,1.928,,,,,,,
202609120354,0.883,1.879,,,,,,,
202609120400,0.883,1.869,0.200,0.786,1.869,0.200,1.869,0.200,1.869
202609120406,0.883,1.899,,,,,,,
202609120412,0.883,1.889,,,,,,,
202609120418,0.882,1.889,,,,,,,
202609120424,0.882,1.790,,,,,,,
202609120430,0.881,1.859,,,,,,,
202609120436,0.879,1.879,,,,,,,
202609120442,0.878,1.879,,,,,,,
202609120448,0.876,1.908,,,,,,,
202609120454,0.875,1.859,,,,,,,
202609120500,0.872,1.899,0.200,0.827,1.899,0.200,1.899,0.200,1.899
202609120506,0.870,1.889,,,,,,,
202609120512,0.867,1.908,,,,,,,
202609120518,0.864,1.938,,,,,,,
202609120524,0.861,1.790,,,,,,,
202609120530,0.858,1.879,,,,,,,
202609120536,0.854,1.869,,,,,,,
202609120542,0.850,1.840,,,,,,,
202609120548,0.846,1.899,,,,,,,
202609120554,0.842,1.840,,,,,,,
202609120600,0.838,1.869,0.200,0.831,1.869,0.200,1.869,0.200,1.869
202609120606,0.833,1.840,,,,,,,
202609120612,0.828,1.859,,,,,,,
202609120618,0.823,1.748,,,,,,,
202609120624,0.818,1.869,,,,,,,
202609120630,0.813,1.859,,,,,,,
202609120636,0.807,1.830,,,,,,,
202609120642,0.802,1.859,,,,,,,
202609120648,0.796,1.820,,,,,,,
202609120654,0.790,1.840,,,,,,,
202609120700,0.785,1.800,0.200,0.815,1.800,0.200,1.800,0.200,1.800
202609120706,0.779,1.830,,,,,,,
202609120712,0.773,1.820,,,,,,,
202609120718,0.767,1.840,,,,,,,
202609120724,0.761,1.758,,,,,,,
202609120730,0.755,1.849,,,,,,,
202609120736,0.749,1.800,,,,,,,
202609120742,0.743,1.830,,,,,,,
202609120748,0.737,1.820,,,,,,,
202609120754,0.732,1.790,,,,,,,
202609120800,0.726,1.767,0.200,0.841,1.767,0.200,1.767,0.200,1.767
202609120806,0.720,1.790,,,,,,,
202609120812,0.715,1.728,,,,,,,
202609120818,0.710,1.781,,,,,,,
202609120824,0.705,1.767,,,,,,,
202609120830,0.700,1.748,,,,,,,
202609120836,0.695,1.748,,,,,,,
202609120842,0.691,1.708,,,,,,,
202609120848,0.687,1.699,,,,,,,
202609120854,0.683,1.728,,,,,,,
202609120900,0.679,1.748,0.200,0.869,1.748,0.200,1.748,0.200,1.748
202609120906,0.676,1.738,,,,,,,
202609120912,0.673,1.718,,,,,,,
202609120918,0.671,1.728,,,,,,,
202609120924,0.669,1.728,,,,,,,
202609120930,0.667,1.728,,,,,,,
202609120936,0.666,1.718,,,,,,,
202609120942,0.665,1.659,,,,,,,
202609120948,0.665,1.669,,,,,,,
202609120954,0.665,1.689,,,,,,,
202609121000,0.665,1.699,0.200,0.834,1.699,0.200,1.699,0.200,1.699
202609121006,0.666,1.708,,,,,,,
202609121012,0.667,1.580,,,,,,,
202609121018,0.669,1.669,,,,,,,
202609121024,0.671,1.649,,,,,,,
202609121030,0.673,1.708,,,,,,,
202609121036,0.676,1.699,,,,,,,
202609121042,0.679,1.649,,,,,,,
202609121048,0.683,1.669,,,,,,,
202609121054,0.687,1.679,,,,,,,
202609121100,0.691,1.669,0.200,0.778,1.669,0.200,1.669,0.200,1.669
202609121106,0.695,1.718,,,,,,,
202609121112,0.699,1.639,,,,,,,
202609121118,0.704,1.708,,,,,,,
202609121124,0.709,1.679,,,,,,,
202609121130,0.714,1.708,,,,,,,
202609121136,0.719,1.767,,,,,,,
202609121142,0.724,1.718,,,,,,,
202609121148,0.729,1.699,,,,,,,
202609121154,0.735,1.708,,,,,,,
202609121200,0.740,1.728,0.300,0.688,1.728,0.300,1.728,0.300,1.728
202609121206,0.745,1.708,,,,,,,
202609121212,0.750,1.728,,,,,,,
202609121218,0.755,1.639,,,,,,,
202609121224,0.761,1.748,,,,,,,
202609121230,0.766,1.708,,,,,,,
202609121236,0.770,1.758,,,,,,,
202609121242,0.775,1.800,,,,,,,
202609121248,0.780,1.758,,,,,,,
202609121254,0.785,1.767,,,,,,,
202609121300,0.789,1.767,0.300,0.678,1.767,0.300,1.767,0.300,1.767
202609121306,0.793,1.767,,,,,,,
202609121312,0.798,1.781,,,,,,,
202609121318,0.802,1.810,,,,,,,
202609121324,0.806,1.810,,,,,,,
202609121330,0.810,1.790,,,,,,,
202609121336,0.815,1.830,,,,,,,
202609121342,0.819,1.790,,,,,,,
202609121348,0.823,1.810,,,,,,,
202609121354,0.827,1.800,,,,,,,
202609121400,0.831,1.830,0.300,0.699,1.830,0.300,1.830,0.300,1.830
202609121406,0.835,1.859,,,,,,,
202609121412,0.839,1.869,,,,,,,
202609121418,0.843,1.669,,,,,,,
202609121424,0.848,1.849,,,,,,,
202609121430,0.852,1.830,,,,,,,
202609121436,0.856,1.849,,,,,,,
202609121442,0.861,1.938,,,,,,,
202609121448,0.865,1.869,,,,,,,
202609121454,0.870,1.859,,,,,,,
202609121500,0.874,1.889,0.300,0.715,1.889,0.200,1.789,0.300,1.889
202609121506,0.879,1.908,,,,,,,
202609121512,0.884,1.899,,,,,,,
202609121518,0.888,1.918,,,,,,,
202609121524,0.893,1.918,,,,,,,
202609121530,0.898,1.889,,,,,,,
202609121536,0.903,1.879,,,,,,,
202609121542,0.907,1.928,,,,,,,
202609121548,0.912,1.918,,,,,,,
202609121554,0.917,1.948,,,,,,,
202609121600,0.921,1.899,0.200,0.778,1.899,0.200,1.899,0.300,1.999
202609121606,0.926,1.938,,,,,,,
202609121612,0.930,1.948,,,,,,,
202609121618,0.934,1.948,,,,,,,
202609121624,0.938,1.948,,,,,,,
202609121630,0.942,1.918,,,,,,,
202609121636,0.946,1.958,,,,,,,
202609121642,0.950,1.967,,,,,,,
202609121648,0.953,2.000,,,,,,,
202609121654,0.956,1.967,,,,,,,
202609121700,0.959,1.938,0.200,0.779,1.938,0.200,1.938,0.200,1.938
202609121706,0.962,1.981,,,,,,,
202609121712,0.964,1.948,,,,,,,
202609121718,0.966,1.948,,,,,,,
202609121724,0.968,2.000,,,,,,,
202609121730,0.970,2.000,,,,,,,
202609121736,0.972,2.010,,,,,,,
202609121742,0.973,2.040,,,,,,,
202609121748,0.974,1.990,,,,,,,
202609121754,0.975,2.010,,,,,,,
202609121800,0.975,2.000,0.300,0.725,2.000,0.300,2.000,0.300,2.000
202609121806,0.976,2.010,,,,,,,
202609121812,0.976,2.000,,,,,,,
202609121818,0.976,2.000,,,,,,,
202609121824,0.976,2.000,,,,,,,
202609121830,0.975,2.030,,,,,,,
202609121836,0.975,2.059,,,,,,,
202609121842,0.974,2.040,,,,,,,
202609121848,0.973,2.069,,,,,,,
202609121854,0.972,2.079,,,,,,,
202609121900,0.971,2.069,0.300,0.798,2.069,0.300,2.069,0.300,2.069
202609121906,0.969,2.049,,,,,,,
202609121912,0.968,2.030,,,,,,,
202609121918,0.967,2.020,,,,,,,
202609121924,0.965,2.020,,,,,,,
202609121930,0.963,2.000,,,,,,,
202609121936,0.962,2.020,,,,,,,
202609121942,0.960,2.020,,,,,,,
202609121948,0.958,2.020,,,,,,,
202609121954,0.956,2.020,,,,,,,
202609122000,0.955,2.069,0.300,0.814,2.069,0.300,2.069,0.300,2.069
202609122006,0.953,1.938,,,,,,,
202609122012,0.951,1.948,,,,,,,
202609122018,0.950,2.020,,,,,,,
202609122024,0.948,1.938,,,,,,,
202609122030,0.946,1.990,,,,,,,
202609122036,0.945,2.040,,,,,,,
202609122042,0.944,2.000,,,,,,,
202609122048,0.943,1.958,,,,,,,
202609122054,0.942,1.820,,,,,,,
202609122100,0.941,1.918,0.300,0.677,1.918,0.300,1.918,0.300,1.918
202609122106,0.940,1.899,,,,,,,
202609122112,0.940,1.967,,,,,,,
202609122118,0.940,1.958,,,,,,,
202609122124,0.940,1.948,,,,,,,
